rows/crime,rows/difference,rows/end_period1,rows/end_period2,rows/period1_count,rows/period2_count,rows/population,rows/sector,rows/start_period1,rows/start_period2
ROBO DE VEHICULO AUTOMOTOR C.V.,4,2021-06,2022-06,170,174,,NO ESPECIFICADO,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-17,2021-06,2022-06,59,42,24085,OASIS,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-32,2021-06,2022-06,72,40,47637,PADIERNA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-21,2021-06,2022-06,51,30,13284,PANTITLAN,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-23,2021-06,2022-06,43,20,45966,PLATEROS,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-6,2021-06,2022-06,7,1,5611,POLANCO-CASTILLO,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-8,2021-06,2022-06,16,8,12243,PORTALES,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-15,2021-06,2022-06,64,49,36217,PRADERA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-7,2021-06,2022-06,85,78,43116,QUETZAL,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,1,2021-06,2022-06,23,24,30408,QUIROGA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,5,2021-06,2022-06,4,9,4141,REVOLUCION-ALAMEDA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-6,2021-06,2022-06,11,5,7814,ROMA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-8,2021-06,2022-06,33,25,7894,SAN ANGEL,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-4,2021-06,2022-06,22,18,23185,SAN JERONIMO,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-21,2021-06,2022-06,73,52,37989,SANTA CRUZ,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,6,2021-06,2022-06,31,37,40065,SANTA FE,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-12,2021-06,2022-06,15,3,31666,SOTELO,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-20,2021-06,2022-06,37,17,18220,TACUBA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-9,2021-06,2022-06,20,11,13102,TACUBAYA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-9,2021-06,2022-06,29,20,14638,TAXQUEÑA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-5,2021-06,2022-06,12,7,13235,TECOMITL,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-57,2021-06,2022-06,118,61,25702,TEOTONGO,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-29,2021-06,2022-06,84,55,43511,TEPEPAN,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-10,2021-06,2022-06,24,14,9609,TEPEYAC,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-21,2021-06,2022-06,70,49,36811,TEZONCO,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-13,2021-06,2022-06,58,45,17800,TICOMAN,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-16,2021-06,2022-06,40,24,18974,TLACOTAL,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,2,2021-06,2022-06,14,16,16096,TLATELOLCO,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-4,2021-06,2022-06,23,19,27528,UNIVERSIDAD,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-28,2021-06,2022-06,51,23,24813,XOTEPINGO,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-9,2021-06,2022-06,44,35,31280,ZAPOTITLA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-2,2021-06,2022-06,11,9,8502,ZARAGOZA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-77,2021-06,2022-06,208,131,22143,ABASTO-REFORMA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-58,2021-06,2022-06,94,36,31805,ALPES,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,12,2021-06,2022-06,34,46,4441,ANGEL-ZONA ROSA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-20,2021-06,2022-06,77,57,30506,ARAGON,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-5,2021-06,2022-06,43,38,22309,ARENAL,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-12,2021-06,2022-06,76,64,12999,ASTURIAS,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,9,2021-06,2022-06,64,73,9110,BUENAVISTA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-5,2021-06,2022-06,15,10,13501,CHAPULTEPEC,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-10,2021-06,2022-06,61,51,13900,CHURUBUSCO,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-42,2021-06,2022-06,97,55,23963,CLAVERIA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-30,2021-06,2022-06,116,86,9495,COAPA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,8,2021-06,2022-06,18,26,12135,CONGRESO,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-1,2021-06,2022-06,35,34,15715,CONSULADO,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,1,2021-06,2022-06,3,4,10129,CORREDOR-CENTRO,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,1,2021-06,2022-06,61,62,14705,COYOACAN,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-2,2021-06,2022-06,44,42,24009,CUAJIMALPA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-3,2021-06,2022-06,125,122,30453,CUAUTEPEC,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-14,2021-06,2022-06,71,57,20511,CUCHILLA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-21,2021-06,2022-06,56,35,11851,CUITLAHUAC,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-8,2021-06,2022-06,90,82,18589,CULHUACAN,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-10,2021-06,2022-06,63,53,7971,DEL VALLE,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-25,2021-06,2022-06,50,25,24310,DINAMO,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,14,2021-06,2022-06,27,41,20452,EL YAQUI,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-37,2021-06,2022-06,91,54,32788,ESTRELLA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-13,2021-06,2022-06,83,70,38354,FUENTE,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-22,2021-06,2022-06,64,42,19129,GRANJAS,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-28,2021-06,2022-06,100,72,21186,HORMIGA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-22,2021-06,2022-06,113,91,33196,HUIPULCO-HOSPITALES,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-10,2021-06,2022-06,57,47,16877,IZTACCIHUATL,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-52,2021-06,2022-06,134,82,30260,LA NORIA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-16,2021-06,2022-06,66,50,14968,LA RAZA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-13,2021-06,2022-06,91,78,16393,LINDAVISTA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,2,2021-06,2022-06,58,60,12330,MERCED-BALBUENA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-26,2021-06,2022-06,43,17,24021,MILPA ALTA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,1,2021-06,2022-06,9,10,5681,MIXCALCO-HERALDO,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-16,2021-06,2022-06,120,104,33579,MIXQUIC,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-29,2021-06,2022-06,96,67,12102,MOCTEZUMA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-3,2021-06,2022-06,13,10,12649,MORELOS,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-51,2021-06,2022-06,82,31,7856,NAPOLES,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-29,2021-06,2022-06,103,74,9808,NARVARTE-ALAMOS,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-14,2021-06,2022-06,37,23,6406,NATIVITAS,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,50,2021-06,2022-06,124,174,,NO ESPECIFICADO,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-22,2021-06,2022-06,108,86,24085,OASIS,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-44,2021-06,2022-06,108,64,47637,PADIERNA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-21,2021-06,2022-06,125,104,13284,PANTITLAN,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-107,2021-06,2022-06,199,92,45966,PLATEROS,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,4,2021-06,2022-06,23,27,5611,POLANCO-CASTILLO,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-49,2021-06,2022-06,104,55,12243,PORTALES,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,12,2021-06,2022-06,84,96,36217,PRADERA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-42,2021-06,2022-06,155,113,43116,QUETZAL,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-16,2021-06,2022-06,68,52,30408,QUIROGA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,5,2021-06,2022-06,28,33,4141,REVOLUCION-ALAMEDA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,11,2021-06,2022-06,79,90,7814,ROMA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-12,2021-06,2022-06,69,57,7894,SAN ANGEL,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-16,2021-06,2022-06,60,44,23185,SAN JERONIMO,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-42,2021-06,2022-06,146,104,37989,SANTA CRUZ,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-50,2021-06,2022-06,121,71,40065,SANTA FE,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-14,2021-06,2022-06,38,24,31666,SOTELO,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-76,2021-06,2022-06,128,52,18220,TACUBA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-19,2021-06,2022-06,71,52,13102,TACUBAYA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-17,2021-06,2022-06,80,63,14638,TAXQUEÑA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-7,2021-06,2022-06,24,17,13235,TECOMITL,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-17,2021-06,2022-06,138,121,25702,TEOTONGO,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-63,2021-06,2022-06,223,160,43511,TEPEPAN,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-3,2021-06,2022-06,79,76,9609,TEPEYAC,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-53,2021-06,2022-06,182,129,36811,TEZONCO,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-36,2021-06,2022-06,106,70,17800,TICOMAN,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-9,2021-06,2022-06,82,73,18974,TLACOTAL,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-4,2021-06,2022-06,54,50,16096,TLATELOLCO,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,6,2021-06,2022-06,47,53,27528,UNIVERSIDAD,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-16,2021-06,2022-06,106,90,24813,XOTEPINGO,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,-69,2021-06,2022-06,185,116,31280,ZAPOTITLA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR S.V.,13,2021-06,2022-06,22,35,8502,ZARAGOZA,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,1,1,22143,ABASTO-REFORMA,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,31805,ALPES,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,4441,ANGEL-ZONA ROSA,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,30506,ARAGON,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,22309,ARENAL,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,12999,ASTURIAS,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,9110,BUENAVISTA,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,13501,CHAPULTEPEC,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,13900,CHURUBUSCO,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,23963,CLAVERIA,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,9495,COAPA,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,12135,CONGRESO,2020-07,2021-07
SECUESTRO,-1,2021-06,2022-06,1,0,15715,CONSULADO,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,10129,CORREDOR-CENTRO,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,14705,COYOACAN,2020-07,2021-07
SECUESTRO,1,2021-06,2022-06,0,1,24009,CUAJIMALPA,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,30453,CUAUTEPEC,2020-07,2021-07
SECUESTRO,-1,2021-06,2022-06,1,0,20511,CUCHILLA,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,11851,CUITLAHUAC,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,18589,CULHUACAN,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,7971,DEL VALLE,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,24310,DINAMO,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,20452,EL YAQUI,2020-07,2021-07
SECUESTRO,1,2021-06,2022-06,0,1,32788,ESTRELLA,2020-07,2021-07
SECUESTRO,-2,2021-06,2022-06,2,0,38354,FUENTE,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,19129,GRANJAS,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,21186,HORMIGA,2020-07,2021-07
SECUESTRO,-1,2021-06,2022-06,1,0,33196,HUIPULCO-HOSPITALES,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,16877,IZTACCIHUATL,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,30260,LA NORIA,2020-07,2021-07
SECUESTRO,-2,2021-06,2022-06,2,0,14968,LA RAZA,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,16393,LINDAVISTA,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,12330,MERCED-BALBUENA,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,1,1,24021,MILPA ALTA,2020-07,2021-07
SECUESTRO,1,2021-06,2022-06,0,1,5681,MIXCALCO-HERALDO,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,33579,MIXQUIC,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,12102,MOCTEZUMA,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,12649,MORELOS,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,7856,NAPOLES,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,9808,NARVARTE-ALAMOS,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,6406,NATIVITAS,2020-07,2021-07
SECUESTRO,-2,2021-06,2022-06,4,2,,NO ESPECIFICADO,2020-07,2021-07
SECUESTRO,-2,2021-06,2022-06,2,0,24085,OASIS,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,47637,PADIERNA,2020-07,2021-07
SECUESTRO,-1,2021-06,2022-06,1,0,13284,PANTITLAN,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,45966,PLATEROS,2020-07,2021-07
SECUESTRO,-1,2021-06,2022-06,1,0,5611,POLANCO-CASTILLO,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,12243,PORTALES,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,36217,PRADERA,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,43116,QUETZAL,2020-07,2021-07
SECUESTRO,-1,2021-06,2022-06,1,0,30408,QUIROGA,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,4141,REVOLUCION-ALAMEDA,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,7814,ROMA,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,7894,SAN ANGEL,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,23185,SAN JERONIMO,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,37989,SANTA CRUZ,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,40065,SANTA FE,2020-07,2021-07
SECUESTRO,1,2021-06,2022-06,0,1,31666,SOTELO,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,18220,TACUBA,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,13102,TACUBAYA,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,14638,TAXQUEÑA,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,13235,TECOMITL,2020-07,2021-07
SECUESTRO,-1,2021-06,2022-06,1,0,25702,TEOTONGO,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,43511,TEPEPAN,2020-07,2021-07
SECUESTRO,1,2021-06,2022-06,0,1,9609,TEPEYAC,2020-07,2021-07
SECUESTRO,1,2021-06,2022-06,0,1,36811,TEZONCO,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,17800,TICOMAN,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,18974,TLACOTAL,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,16096,TLATELOLCO,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,27528,UNIVERSIDAD,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,24813,XOTEPINGO,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,31280,ZAPOTITLA,2020-07,2021-07
SECUESTRO,0,2021-06,2022-06,0,0,8502,ZARAGOZA,2020-07,2021-07
VIOLACION,2,2021-06,2022-06,25,27,22143,ABASTO-REFORMA,2020-07,2021-07
VIOLACION,6,2021-06,2022-06,29,35,31805,ALPES,2020-07,2021-07
VIOLACION,4,2021-06,2022-06,14,18,4441,ANGEL-ZONA ROSA,2020-07,2021-07
VIOLACION,-2,2021-06,2022-06,16,14,30506,ARAGON,2020-07,2021-07
VIOLACION,0,2021-06,2022-06,8,8,22309,ARENAL,2020-07,2021-07
VIOLACION,5,2021-06,2022-06,30,35,12999,ASTURIAS,2020-07,2021-07
VIOLACION,7,2021-06,2022-06,20,27,9110,BUENAVISTA,2020-07,2021-07
VIOLACION,1,2021-06,2022-06,4,5,13501,CHAPULTEPEC,2020-07,2021-07
VIOLACION,3,2021-06,2022-06,12,15,13900,CHURUBUSCO,2020-07,2021-07
VIOLACION,5,2021-06,2022-06,11,16,23963,CLAVERIA,2020-07,2021-07
VIOLACION,1,2021-06,2022-06,8,9,9495,COAPA,2020-07,2021-07
VIOLACION,6,2021-06,2022-06,9,15,12135,CONGRESO,2020-07,2021-07
VIOLACION,-7,2021-06,2022-06,16,9,15715,CONSULADO,2020-07,2021-07
VIOLACION,2,2021-06,2022-06,8,10,10129,CORREDOR-CENTRO,2020-07,2021-07
VIOLACION,3,2021-06,2022-06,3,6,14705,COYOACAN,2020-07,2021-07
VIOLACION,-4,2021-06,2022-06,18,14,24009,CUAJIMALPA,2020-07,2021-07
VIOLACION,3,2021-06,2022-06,35,38,30453,CUAUTEPEC,2020-07,2021-07
VIOLACION,2,2021-06,2022-06,10,12,20511,CUCHILLA,2020-07,2021-07
VIOLACION,-2,2021-06,2022-06,10,8,11851,CUITLAHUAC,2020-07,2021-07
VIOLACION,2,2021-06,2022-06,14,16,18589,CULHUACAN,2020-07,2021-07
VIOLACION,11,2021-06,2022-06,1,12,7971,DEL VALLE,2020-07,2021-07
VIOLACION,3,2021-06,2022-06,18,21,24310,DINAMO,2020-07,2021-07
VIOLACION,4,2021-06,2022-06,9,13,20452,EL YAQUI,2020-07,2021-07
VIOLACION,-2,2021-06,2022-06,21,19,32788,ESTRELLA,2020-07,2021-07
VIOLACION,-16,2021-06,2022-06,43,27,38354,FUENTE,2020-07,2021-07
VIOLACION,-2,2021-06,2022-06,22,20,19129,GRANJAS,2020-07,2021-07
VIOLACION,-10,2021-06,2022-06,18,8,21186,HORMIGA,2020-07,2021-07
VIOLACION,12,2021-06,2022-06,28,40,33196,HUIPULCO-HOSPITALES,2020-07,2021-07
VIOLACION,-11,2021-06,2022-06,13,2,16877,IZTACCIHUATL,2020-07,2021-07
VIOLACION,-11,2021-06,2022-06,32,21,30260,LA NORIA,2020-07,2021-07
VIOLACION,3,2021-06,2022-06,8,11,14968,LA RAZA,2020-07,2021-07
VIOLACION,6,2021-06,2022-06,10,16,16393,LINDAVISTA,2020-07,2021-07
VIOLACION,-6,2021-06,2022-06,23,17,12330,MERCED-BALBUENA,2020-07,2021-07
VIOLACION,7,2021-06,2022-06,16,23,24021,MILPA ALTA,2020-07,2021-07
VIOLACION,-5,2021-06,2022-06,15,10,5681,MIXCALCO-HERALDO,2020-07,2021-07
VIOLACION,1,2021-06,2022-06,34,35,33579,MIXQUIC,2020-07,2021-07
VIOLACION,5,2021-06,2022-06,22,27,12102,MOCTEZUMA,2020-07,2021-07
VIOLACION,4,2021-06,2022-06,4,8,12649,MORELOS,2020-07,2021-07
VIOLACION,-5,2021-06,2022-06,20,15,7856,NAPOLES,2020-07,2021-07
VIOLACION,4,2021-06,2022-06,20,24,9808,NARVARTE-ALAMOS,2020-07,2021-07
VIOLACION,5,2021-06,2022-06,5,10,6406,NATIVITAS,2020-07,2021-07
VIOLACION,104,2021-06,2022-06,419,523,,NO ESPECIFICADO,2020-07,2021-07
VIOLACION,-3,2021-06,2022-06,19,16,24085,OASIS,2020-07,2021-07
VIOLACION,-4,2021-06,2022-06,28,24,47637,PADIERNA,2020-07,2021-07
VIOLACION,6,2021-06,2022-06,19,25,13284,PANTITLAN,2020-07,2021-07
VIOLACION,0,2021-06,2022-06,36,36,45966,PLATEROS,2020-07,2021-07
VIOLACION,1,2021-06,2022-06,6,7,5611,POLANCO-CASTILLO,2020-07,2021-07
VIOLACION,1,2021-06,2022-06,16,17,12243,PORTALES,2020-07,2021-07
VIOLACION,1,2021-06,2022-06,26,27,36217,PRADERA,2020-07,2021-07
VIOLACION,-5,2021-06,2022-06,36,31,43116,QUETZAL,2020-07,2021-07
VIOLACION,1,2021-06,2022-06,23,24,30408,QUIROGA,2020-07,2021-07
VIOLACION,4,2021-06,2022-06,18,22,4141,REVOLUCION-ALAMEDA,2020-07,2021-07
VIOLACION,3,2021-06,2022-06,18,21,7814,ROMA,2020-07,2021-07
VIOLACION,-5,2021-06,2022-06,8,3,7894,SAN ANGEL,2020-07,2021-07
VIOLACION,-13,2021-06,2022-06,32,19,23185,SAN JERONIMO,2020-07,2021-07
VIOLACION,6,2021-06,2022-06,18,24,37989,SANTA CRUZ,2020-07,2021-07
VIOLACION,-3,2021-06,2022-06,28,25,40065,SANTA FE,2020-07,2021-07
VIOLACION,-8,2021-06,2022-06,14,6,31666,SOTELO,2020-07,2021-07
VIOLACION,-2,2021-06,2022-06,26,24,18220,TACUBA,2020-07,2021-07
VIOLACION,-5,2021-06,2022-06,15,10,13102,TACUBAYA,2020-07,2021-07
VIOLACION,-1,2021-06,2022-06,14,13,14638,TAXQUEÑA,2020-07,2021-07
VIOLACION,-2,2021-06,2022-06,4,2,13235,TECOMITL,2020-07,2021-07
VIOLACION,-2,2021-06,2022-06,43,41,25702,TEOTONGO,2020-07,2021-07
VIOLACION,5,2021-06,2022-06,53,58,43511,TEPEPAN,2020-07,2021-07
VIOLACION,-1,2021-06,2022-06,14,13,9609,TEPEYAC,2020-07,2021-07
VIOLACION,6,2021-06,2022-06,42,48,36811,TEZONCO,2020-07,2021-07
VIOLACION,3,2021-06,2022-06,15,18,17800,TICOMAN,2020-07,2021-07
VIOLACION,5,2021-06,2022-06,22,27,18974,TLACOTAL,2020-07,2021-07
VIOLACION,2,2021-06,2022-06,16,18,16096,TLATELOLCO,2020-07,2021-07
VIOLACION,-2,2021-06,2022-06,21,19,27528,UNIVERSIDAD,2020-07,2021-07
VIOLACION,6,2021-06,2022-06,23,29,24813,XOTEPINGO,2020-07,2021-07
VIOLACION,9,2021-06,2022-06,29,38,31280,ZAPOTITLA,2020-07,2021-07
VIOLACION,-3,2021-06,2022-06,4,1,8502,ZARAGOZA,2020-07,2021-07
